id_data,lokasi_awal_user,durasi_perjalanan,jumlah_hari,jumlah_orang,budget,segmen_budget,jenis_transportasi,preferensi_penginapan,preferensi_kategori,preferensi_aktivitas,nama_wisata,kategori_wisata,kota_tujuan,latitude,longitude,koordinat_destinasi,alamat,deskripsi_wisata,kecocokan_kategori,kecocokan_aktivitas,kecocokan_budget,kecocokan_jarak,estimasi_jarak_km,estimasi_waktu_menit,estimasi_biaya_transportasi,estimasi_biaya_penginapan,estimasi_biaya_makan,estimasi_biaya_tiket,total_estimasi_biaya,status_budget,label_rekomendasi
BDG-TRV-0057,Depok,4 hari 3 malam,4,2,2231000,hemat,transportasi umum,hemat,wisata religi,foto-foto,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,186.87,395,673000,540000,560000,0,1773000,sesuai,1
BDG-TRV-0058,Kabupaten Bandung,2 hari 1 malam,2,5,1850000,standar,mobil,standar,kebun binatang,santai,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,0,0,1,1,78.1,168,469000,320000,700000,175000,1664000,sesuai,0
BDG-TRV-0059,Depok,3 hari 2 malam,3,5,3222000,standar,transportasi umum,standar,wisata kuliner,santai,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,159.66,326,575000,640000,1050000,75000,2340000,sesuai,1
BDG-TRV-0060,Kota Bandung,3 hari 2 malam,3,1,3556000,premium,transportasi umum,standar,wisata kuliner,alam,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",0,0,1,1,8.9,19,32000,640000,210000,15000,897000,sesuai,0
BDG-TRV-0061,Bogor,2 hari 1 malam,2,2,2140000,hemat,transportasi umum,hemat,gunung,edukasi,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,204.83,434,737000,180000,280000,70000,1267000,sesuai,1
BDG-TRV-0062,Jakarta,2 hari 1 malam,2,2,3715000,premium,transportasi umum,nyaman,wisata kuliner,kuliner,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,205.66,376,740000,520000,280000,30000,1570000,sesuai,1
BDG-TRV-0063,Cimahi,2 hari 1 malam,2,5,2789000,premium,transportasi umum,hemat,kuliner,santai,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,29.13,51,105000,180000,700000,100000,1085000,sesuai,1
BDG-TRV-0064,Kota Bandung,4 hari 3 malam,4,1,1682000,standar,mobil,hemat,kuliner,edukasi,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,0,1,1,64.46,97,387000,540000,280000,15000,1222000,sesuai,0
BDG-TRV-0065,Cimahi,1 hari,1,1,940000,hemat,transportasi umum,tanpa penginapan,edukasi,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,19.25,34,69000,0,70000,15000,154000,sesuai,1
BDG-TRV-0066,Depok,1 hari,1,5,1221000,standar,mobil,tanpa penginapan,wisata religi,kuliner,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,0,0,0,0,251.97,414,1512000,0,350000,150000,2012000,melebihi budget,0
BDG-TRV-0067,Kota Bandung,1 hari,1,2,4321000,premium,mobil,tanpa penginapan,wisata tematik,keluarga,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,1,1,1,39.16,60,235000,0,140000,130000,505000,sesuai,1
BDG-TRV-0068,Garut,3 hari 2 malam,3,2,4280000,premium,motor,standar,belanja,belanja,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,1,1,1,94.88,212,266000,640000,420000,20000,1346000,sesuai,1
BDG-TRV-0069,Jakarta,2 hari 1 malam,2,3,1594000,standar,motor,hemat,kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,180.39,285,505000,180000,420000,45000,1150000,sesuai,1
BDG-TRV-0070,Cimahi,2 hari 1 malam,2,2,1525000,hemat,mobil,nyaman,belanja,keluarga,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,1,16.27,31,98000,520000,280000,20000,918000,sesuai,1
BDG-TRV-0071,Bogor,1 hari,1,2,1686000,hemat,mobil,tanpa penginapan,edukasi,edukasi,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,194.76,329,1169000,0,140000,100000,1409000,sesuai,1
BDG-TRV-0072,Bekasi,2 hari 1 malam,2,4,3189000,premium,transportasi umum,standar,edukasi,budaya,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,0,1,1,172.32,323,620000,320000,560000,60000,1560000,sesuai,0
BDG-TRV-0073,Bekasi,2 hari 1 malam,2,1,372000,hemat,mobil,nyaman,religi,religi,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,0,0,262.4,400,1574000,520000,140000,0,2234000,melebihi budget,0
BDG-TRV-0074,Garut,2 hari 1 malam,2,5,4893000,premium,mobil,hemat,belanja,belanja,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,1,1,81.96,186,492000,180000,700000,50000,1422000,sesuai,1
BDG-TRV-0075,Bekasi,1 hari,1,4,555000,premium,transportasi umum,tanpa penginapan,alam,alam,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,1,0,0,168.1,383,605000,0,280000,120000,1005000,melebihi budget,0
BDG-TRV-0076,Kabupaten Bandung,3 hari 2 malam,3,3,705000,hemat,transportasi umum,hemat,gunung,keluarga,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",0,1,0,1,72.94,119,263000,360000,630000,90000,1343000,melebihi budget,0
BDG-TRV-0077,Depok,3 hari 2 malam,3,2,1368000,hemat,mobil,hemat,belanja,belanja,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,1,0,1,204.96,452,1230000,360000,420000,20000,2030000,melebihi budget,0
BDG-TRV-0078,Kota Bandung,1 hari,1,4,1268000,hemat,transportasi umum,tanpa penginapan,mall,santai,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,1,1,15.4,27,55000,0,280000,40000,375000,sesuai,1
BDG-TRV-0079,Jakarta,1 hari,1,4,908000,hemat,transportasi umum,tanpa penginapan,gunung,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",0,1,0,0,201.29,382,725000,0,280000,60000,1065000,melebihi budget,0
BDG-TRV-0080,Tasikmalaya,2 hari 1 malam,2,1,384000,hemat,transportasi umum,standar,museum,alam,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,0,1,0,1,178.61,351,643000,320000,140000,30000,1133000,melebihi budget,0
BDG-TRV-0081,Bogor,4 hari 3 malam,4,3,3766000,premium,mobil,hemat,wisata kota,santai,Jalan Braga,wisata kota,Kota Bandung,-6.9175,107.6098,"-6.9175,107.6098","Jl. Braga, Braga, Sumur Bandung, Kota Bandung","Jalan Braga adalah kawasan wisata kota dengan nuansa klasik, bangunan bersejarah, kafe, kuliner, dan spot foto yang populer di Bandung.",1,1,1,1,157.77,272,947000,540000,840000,15000,2342000,sesuai,1
BDG-TRV-0082,Jakarta,1 hari,1,4,1983000,hemat,mobil,tanpa penginapan,wisata kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,179.4,391,1076000,0,280000,60000,1416000,sesuai,1
BDG-TRV-0083,Bekasi,1 hari,1,2,3207000,premium,motor,tanpa penginapan,wisata tematik,foto-foto,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,1,1,202.47,404,567000,0,140000,130000,837000,sesuai,1
BDG-TRV-0084,Kota Bandung,3 hari 2 malam,3,2,4215000,premium,transportasi umum,hemat,alam,alam,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,78.46,122,282000,360000,420000,70000,1132000,sesuai,1
BDG-TRV-0085,Tasikmalaya,4 hari 3 malam,4,4,3797000,premium,motor,standar,wisata kota,keluarga,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",0,0,1,1,134.42,237,376000,960000,1120000,60000,2516000,sesuai,0
BDG-TRV-0086,Kota Bandung,1 hari,1,1,2719000,premium,motor,tanpa penginapan,wisata religi,keluarga,Situ Patenggang,wisata alam,Kabupaten Bandung,-7.166,107.3589,"-7.166,107.3589","Patengan, Rancabali, Kabupaten Bandung","Situ Patenggang adalah danau wisata di kawasan Ciwidey yang cocok untuk menikmati alam, berfoto, dan rekreasi keluarga.",0,1,1,1,51.91,106,145000,0,70000,30000,245000,sesuai,0
BDG-TRV-0087,Bogor,2 hari 1 malam,2,5,1845000,standar,mobil,nyaman,kuliner,santai,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,0,1,188.73,379,1132000,520000,700000,75000,2427000,melebihi budget,0
BDG-TRV-0088,Cimahi,2 hari 1 malam,2,5,790000,hemat,transportasi umum,nyaman,wisata tematik,budaya,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,0,0,0,1,27.29,53,98000,520000,700000,75000,1393000,melebihi budget,0
BDG-TRV-0089,Kabupaten Bandung,4 hari 3 malam,4,3,2431000,standar,transportasi umum,standar,alam,foto-foto,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,0,1,201.15,351,724000,960000,840000,90000,2614000,melebihi budget,0
BDG-TRV-0090,Depok,3 hari 2 malam,3,1,1143000,premium,motor,nyaman,alam,keluarga,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,1,0,1,192.19,409,538000,1040000,210000,30000,1818000,melebihi budget,0
BDG-TRV-0091,Depok,2 hari 1 malam,2,2,707000,hemat,transportasi umum,nyaman,wisata kota,sejarah,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,0,0,0,1,187.96,359,677000,520000,280000,0,1477000,melebihi budget,0
BDG-TRV-0092,Bogor,3 hari 2 malam,3,3,2697000,premium,mobil,hemat,cafe view,foto-foto,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",0,0,1,1,196.46,372,1179000,360000,630000,45000,2214000,sesuai,0
BDG-TRV-0093,Jakarta,3 hari 2 malam,3,3,2287000,hemat,transportasi umum,standar,foto-foto,santai,Alun-Alun Bandung,wisata kota,Kota Bandung,-6.9218,107.6071,"-6.9218,107.6071","Jl. Asia Afrika, Balonggede, Regol, Kota Bandung","Alun-Alun Bandung adalah ruang publik ikonik di pusat Kota Bandung yang cocok untuk bersantai, berfoto, dan menikmati suasana kota dekat Masjid Raya Bandung.",1,1,1,1,217.04,407,781000,640000,630000,15000,2066000,sesuai,1
BDG-TRV-0094,Bogor,1 hari,1,1,2552000,premium,mobil,tanpa penginapan,kuliner,santai,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,186.79,328,1121000,0,70000,20000,1211000,sesuai,1
BDG-TRV-0095,Jakarta,4 hari 3 malam,4,2,1573000,hemat,transportasi umum,hemat,wisata alam,healing,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,0,1,208.08,463,749000,540000,560000,60000,1909000,melebihi budget,0
BDG-TRV-0096,Cimahi,2 hari 1 malam,2,1,2361000,standar,mobil,hemat,edukasi,sejarah,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,0,1,1,9.74,14,58000,180000,140000,50000,428000,sesuai,0
BDG-TRV-0097,Tasikmalaya,3 hari 2 malam,3,4,1196000,standar,transportasi umum,nyaman,wisata tematik,religi,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,0,1,0,1,112.95,179,407000,1040000,840000,0,2287000,melebihi budget,0
BDG-TRV-0098,Bekasi,2 hari 1 malam,2,1,542000,premium,transportasi umum,standar,wisata kuliner,kuliner,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,0,1,180.28,357,649000,320000,140000,15000,1124000,melebihi budget,0
BDG-TRV-0099,Kabupaten Bandung,3 hari 2 malam,3,3,632000,hemat,transportasi umum,hemat,wisata edukasi,edukasi,Saung Angklung Udjo,wisata edukasi,Kota Bandung,-6.8992,107.6542,"-6.8992,107.6542","Jl. Padasuka No.118, Pasirlayung, Cibeunying Kidul, Kota Bandung","Saung Angklung Udjo adalah destinasi budaya dan edukasi yang menampilkan pertunjukan angklung, seni Sunda, dan aktivitas keluarga.",1,1,0,1,51.77,89,186000,360000,630000,75000,1251000,melebihi budget,0
BDG-TRV-0100,Kota Bandung,3 hari 2 malam,3,1,4306000,premium,motor,nyaman,museum,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,10.49,23,29000,1040000,210000,15000,1294000,sesuai,1
BDG-TRV-0101,Kota Bandung,2 hari 1 malam,2,3,1590000,standar,transportasi umum,nyaman,religi,keluarga,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,23.32,38,84000,520000,420000,0,1024000,sesuai,1
BDG-TRV-0102,Depok,3 hari 2 malam,3,2,564000,hemat,mobil,nyaman,cafe view,budaya,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,0,0,1,155.17,293,931000,1040000,420000,40000,2431000,melebihi budget,0
BDG-TRV-0103,Depok,4 hari 3 malam,4,2,2219000,hemat,motor,hemat,edukasi,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,210.2,414,589000,540000,560000,30000,1719000,sesuai,1
BDG-TRV-0104,Bogor,1 hari,1,1,1762000,standar,mobil,tanpa penginapan,keluarga,santai,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,1,1,1,261.33,532,1568000,0,70000,65000,1703000,sesuai,1
BDG-TRV-0105,Cimahi,1 hari,1,4,2290000,standar,mobil,tanpa penginapan,wisata kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,0,197.31,414,1184000,0,280000,60000,1524000,sesuai,0
BDG-TRV-0106,Cimahi,2 hari 1 malam,2,1,3484000,premium,motor,nyaman,wisata kuliner,foto-foto,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,21.15,37,59000,520000,140000,15000,734000,sesuai,1
